Name_LowerRank,GamesPlayed_LowerRank,ConfRecord_LowerRank,TotalRecord_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,2PFGOff_LowerRank,2PFGDef_LowerRank,3PFGOff_LowerRank,3PFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Name_HigherRank,GamesPlayed_HigherRank,ConfRecord_HigherRank,TotalRecord_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,2PFGOff_HigherRank,2PFGDef_HigherRank,3PFGOff_HigherRank,3PFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
Pacific,32,4_14,11_22,98.8,105.5,17.0,16.5,42.9,51.8,32.5,35.7,34.6,40.9,236,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,21, 81_60 ,9.2
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,21, 77_56 ,13.3
Loyola Marymount,29,8_10,15_15,101.6,102.2,19.0,21.5,48.9,51.1,35.2,36.1,30.9,43.3,173,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,10, 74_64 ,6.4
Santa Clara,32,10_8,17_16,105.8,101.4,15.9,19.0,47.9,49.3,38.3,38.0,24.0,35.2,112,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,3, 61_58 ,13.4
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,14, 65_51 ,6.5
Loyola Marymount,29,8_10,15_15,101.6,102.2,19.0,21.5,48.9,51.1,35.2,36.1,30.9,43.3,173,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,L,-2, 53_51 ,2.9
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,11, 76_65 ,2.7
Santa Clara,32,10_8,17_16,105.8,101.4,15.9,19.0,47.9,49.3,38.3,38.0,24.0,35.2,112,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,L,-7, 76_69 ,-0.3
Rice,33,11_7,23_12,106.3,107.4,19.4,17.4,50.9,49.7,38.9,33.9,41.5,35.7,180,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,L,-9, 85_76 ,-3.8
Lafayette,29,5_13,9_21,95.2,111.9,20.7,18.2,49.2,52.2,32.6,38.4,29.4,30.4,328,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-4, 61_57 ,2.6
Lipscomb,30,11_3,20_13,106.3,106.3,20.1,20.3,55.7,50.9,36.0,36.0,41.2,44.2,167,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,13, 90_77 ,9.9
Fordham,31,7_11,13_19,96.6,98.2,19.7,25.6,47.4,52.3,33.2,36.1,26.7,43.5,185,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-22, 63_41 ,-12.3
Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,26, 84_58 ,11.7
Boston University,31,12_6,18_14,100.9,102.9,20.2,20.7,50.0,47.5,35.3,36.5,33.4,37.2,192,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,13, 80_67 ,4.6
Iona,35,12_8,22_13,109.3,106.0,16.5,18.0,49.3,47.7,39.7,36.1,31.0,33.4,127,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-14, 79_65 ,-4.0
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20.0,46.3,48.1,32.9,39.2,41.0,53.4,298,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,14, 84_70 ,11.3
Houston Baptist,27,12_6,17_14,103.9,110.7,19.3,18.5,48.6,52.6,33.5,36.2,37.8,38.7,235,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-15, 62_47 ,-1.1
Elon,30,10_8,18_14,102.9,101.4,16.6,14.9,50.9,48.8,35.7,32.2,30.7,26.4,143,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-15, 68_53 ,-2.5
St. Francis NY,30,2_16,4_27,86.7,111.6,17.4,20.0,40.1,52.2,28.2,36.0,31.8,46.9,346,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,7, 65_58 ,2.5
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50.0,32.7,33.9,40.0,35.5,174,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-2, 56_54 ,-1.9
Quinnipiac,31,7_13,10_21,100.7,112.7,19.2,16.8,47.4,50.5,32.6,38.0,33.0,38.2,299,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,4, 58_54 ,2.6
Rider,33,10_10,18_15,99.9,104.5,19.6,18.1,48.7,48.0,33.2,33.7,37.0,35.9,218,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,6, 71_65 ,7.2
Fairfield,31,11_9,16_15,98.0,102.2,18.6,17.5,52.0,49.4,33.5,33.1,27.2,32.0,212,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,14, 69_55 ,10.6
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50.0,32.7,33.9,40.0,35.5,174,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,12, 77_65 ,10.8
Niagara,33,6_14,10_23,99.4,109.1,17.9,16.0,44.0,48.1,36.6,36.6,33.6,30.8,275,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-2, 57_55 ,1.1
Rider,33,10_10,18_15,99.9,104.5,19.6,18.1,48.7,48.0,33.2,33.7,37.0,35.9,218,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,5, 56_51 ,-4.6
Marist,32,5_15,8_24,100.8,112.6,18.4,15.7,49.9,50.5,33.3,37.7,37.9,37.0,296,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,16, 81_65 ,4.3
Iona,35,12_8,22_13,109.3,106.0,16.5,18.0,49.3,47.7,39.7,36.1,31.0,33.4,127,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-3, 69_66 OT,-0.7
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-2, 72_70 ,1.9
Quinnipiac,31,7_13,10_21,100.7,112.7,19.2,16.8,47.4,50.5,32.6,38.0,33.0,38.2,299,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,31, 76_45 ,14.7
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20.0,46.3,48.1,32.9,39.2,41.0,53.4,298,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,19, 69_50 ,6.8
Marist,32,5_15,8_24,100.8,112.6,18.4,15.7,49.9,50.5,33.3,37.7,37.9,37.0,296,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,25, 71_46 ,10.2
Fairfield,31,11_9,16_15,98.0,102.2,18.6,17.5,52.0,49.4,33.5,33.1,27.2,32.0,212,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,19, 74_55 ,9.5
Niagara,33,6_14,10_23,99.4,109.1,17.9,16.0,44.0,48.1,36.6,36.6,33.6,30.8,275,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,13, 66_53 ,9.0
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,7, 72_65 ,6.1
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,3, 61_58 ,6.3
Iona,35,12_8,22_13,109.3,106.0,16.5,18.0,49.3,47.7,39.7,36.1,31.0,33.4,127,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,L,-8, 73_65 ,-2.0
Albany,34,10_6,21_14,107.1,103.7,18.3,17.5,50.3,50.7,37.1,34.7,33.4,31.4,124,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,4, 59_55 ,-1.7
Texas St.,34,11_7,22_14,101.3,100.2,18.2,19.9,50.1,47.4,34.1,32.1,36.8,36.1,150,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,5, 49_44 ,-4.5
Furman,33,14_4,23_12,106.2,100.9,19.2,19.5,53.3,50.9,38.1,31.6,32.1,33.7,108,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,26, 77_51 ,17.2
Texas A&M Corpus Chris,33,12_6,24_12,102.3,102.3,18.8,23.0,52.1,51.3,32.8,34.6,37.1,41.2,164,Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,W,1, 62_61 ,-3.5
UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,3, 69_66 ,7.4
Prairie View A&M,31,10_8,13_20,96.9,111.2,18.8,21.7,46.4,52.2,34.9,36.2,35.4,49.5,314,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,L,-6, 84_78 ,0.4
Lamar,30,10_8,19_15,102.4,108.2,19.5,21.0,49.3,53.1,35.8,32.9,40.3,42.2,225,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,19, 83_64 ,6.9
Oregon St.,31,1_17,5_27,96.1,104.2,23.0,17.5,46.3,50.0,34.6,35.7,34.3,39.6,264,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,5, 63_58 ,2.2
Drake,29,5_13,7_24,102.6,110.0,17.6,17.6,45.3,52.0,34.6,36.8,29.1,30.7,244,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,2, 78_76 OT,9.1
Cal Poly,29,6_10,11_20,100.5,110.7,16.1,17.7,45.1,50.0,33.5,39.8,29.4,41.1,280,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,14, 73_59 ,7.2
Pacific,32,4_14,11_22,98.8,105.5,17.0,16.5,42.9,51.8,32.5,35.7,34.6,40.9,236,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,2, 70_68 OT,3.2
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19.0,50.7,47.5,32.7,36.9,46.0,37.7,111,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,L,-5, 78_73 ,-5.6
Wyoming,36,8_10,23_15,104.4,101.4,17.7,16.2,50.7,45.7,35.1,31.4,37.5,39.4,129,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,15, 85_70 ,4.2
San Jose St.,28,7_11,14_16,99.7,104.0,18.2,18.9,47.7,52.0,33.7,34.3,36.1,40.3,215,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,L,-7, 69_62 ,3.6
Air Force,31,4_14,12_21,103.1,107.3,17.9,17.5,47.0,54.4,36.2,36.6,37.4,32.6,211,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,L,-9, 81_72 ,-7.1
Utah St.,30,7_11,15_17,105.7,103.2,18.2,15.8,50.0,47.7,38.0,34.5,35.1,33.7,137,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,L,-13, 78_65 ,-4.8
Air Force,31,4_14,12_21,103.1,107.3,17.9,17.5,47.0,54.4,36.2,36.6,37.4,32.6,211,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,9, 73_64 ,-0.2
Wyoming,36,8_10,23_15,104.4,101.4,17.7,16.2,50.7,45.7,35.1,31.4,37.5,39.4,129,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,L,-2, 102_100 4OT,0.9
San Jose St.,28,7_11,14_16,99.7,104.0,18.2,18.9,47.7,52.0,33.7,34.3,36.1,40.3,215,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,18, 77_59 ,1.7
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19.0,50.7,47.5,32.7,36.9,46.0,37.7,111,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,10, 71_61 ,2
UNLV,32,4_14,11_21,97.4,104.1,18.0,16.5,43.5,48.9,32.0,37.8,37.5,28.6,238,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,13, 72_59 ,10.5
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19.0,50.7,47.5,32.7,36.9,46.0,37.7,111,Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,W,5, 65_60 ,-2.3
Albany,34,10_6,21_14,107.1,103.7,18.3,17.5,50.3,50.7,37.1,34.7,33.4,31.4,124,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,L,-6, 87_81 ,-9.3
Duquesne,32,3_15,10_22,101.6,106.1,20.0,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,8, 82_74 ,2.5
Grand Canyon,29,11_3,22_9,100.4,98.1,18.2,20.9,47.8,47.3,33.0,32.5,42.1,31.6,134,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,9, 85_76 ,4.0
Colgate,31,8_10,10_22,97.2,107.5,22.0,17.3,49.4,50.0,36.1,37.6,33.4,38.6,283,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,13, 72_59 ,4.0
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,6, 74_68 ,1.7
Wright St.,30,11_7,20_12,105.3,105.4,20.4,19.5,49.4,52.0,37.2,34.8,38.0,37.1,169,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,22, 72_50 ,10.5
George Mason,33,9_9,20_14,106.1,103.7,18.7,14.2,48.5,48.4,34.2,32.7,39.7,27.7,136,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,L,-19, 85_66 ,-3.5
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,16, 92_76 ,10.6
Morgan St.,29,11_5,14_16,91.6,105.6,19.8,20.1,42.0,51.7,29.2,28.9,37.8,41.5,318,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,41, 96_55 ,14.9
Rutgers,32,3_15,15_18,100.8,98.2,19.7,18.9,44.5,46.6,30.2,32.7,31.2,31.2,131,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,13, 60_47 ,5.0
Rutgers,32,3_15,15_18,100.8,98.2,19.7,18.9,44.5,46.6,30.2,32.7,31.2,31.2,131,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,L,-2, 70_68 ,-6.2
Nebraska,30,6_12,12_19,104.6,98.4,18.6,19.3,45.3,47.5,31.8,40.7,30.0,33.3,98,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,L,-16, 82_66 ,-8.5
Nebraska,30,6_12,12_19,104.6,98.4,18.6,19.3,45.3,47.5,31.8,40.7,30.0,33.3,98,Penn St.,33,6_12,15_18,103.4,96.8,17.9,20.3,45.4,46.5,33.9,36.3,32.8,31.2,92,W,9, 76_67 OT,4.8
St. Francis PA,33,11_7,17_17,101.5,109.1,20.7,18.7,50.4,47.3,38.1,36.9,29.6,23.9,250,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,10, 92_82 ,6.6
Little Rock,30,6_12,15_17,97.1,104.0,19.5,19.9,48.2,50.2,33.8,36.2,32.3,40.3,242,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,L,-3, 68_65 ,-3.8
Central Michigan,30,6_12,16_16,109.8,117.8,14.7,15.2,48.5,53.9,36.4,35.1,34.6,32.6,245,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,31, 102_71 ,15.0
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,26, 89_63 ,6.3
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50.0,32.7,33.9,40.0,35.5,174,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,7, 81_74 ,4.4
Buffalo,30,11_7,17_15,103.5,102.0,19.8,17.5,51.4,45.8,33.0,35.1,37.3,42.9,142,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,6, 90_84 ,7.2
Hofstra,31,7_11,15_17,109.4,111.8,15.2,15.4,49.6,52.0,36.4,36.9,37.7,29.3,197,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,6, 81_75 ,2.9
Niagara,33,6_14,10_23,99.4,109.1,17.9,16.0,44.0,48.1,36.6,36.6,33.6,30.8,275,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,10, 79_69 ,6.8
Army,31,6_12,13_19,97.1,104.3,20.6,17.3,50.7,50.1,35.1,33.8,28.0,33.7,246,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,9, 92_83 ,0.2
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,L,-5, 106_101 OT,-5.1
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,12, 89_77 ,8.7
George Mason,33,9_9,20_14,106.1,103.7,18.7,14.2,48.5,48.4,34.2,32.7,39.7,27.7,136,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,10, 82_72 ,6.7
Fordham,31,7_11,13_19,96.6,98.2,19.7,25.6,47.4,52.3,33.2,36.1,26.7,43.5,185,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,20, 73_53 ,4.4
Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,19, 71_52 ,17.4
Saint Joseph's,31,4_14,11_20,101.6,102.6,17.0,18.0,45.7,50.3,32.4,34.9,40.1,32.5,177,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,4, 67_63 ,-9.7
Duquesne,32,3_15,10_22,101.6,106.1,20.0,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,7, 71_64 ,3.3
Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,15, 70_55 ,0.4
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,L,-6, 76_70 ,-7.4
La Salle,30,9_9,15_15,109.1,107.0,18.6,17.7,52.4,51.3,36.4,39.4,38.3,33.1,141,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,18, 83_65 ,13.8
Saint Joseph's,31,4_14,11_20,101.6,102.6,17.0,18.0,45.7,50.3,32.4,34.9,40.1,32.5,177,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,6, 83_77 ,2.3
Duquesne,32,3_15,10_22,101.6,106.1,20.0,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,3, 80_77 ,0.4
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,4, 60_56 ,2.5
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166,St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,W,13, 73_60 ,11.7
Samford,34,8_10,20_16,107.1,106.3,19.0,17.2,50.2,49.8,38.9,33.3,41.5,31.8,154,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,W,10, 58_48 ,3.3
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19.0,50.7,47.5,32.7,36.9,46.0,37.7,111,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,L,-13, 72_59 ,-4
Bethune Cookman,30,6_10,10_22,95.2,113.9,17.7,19.6,45.9,54.7,32.3,33.6,28.2,40.0,335,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,W,16, 89_73 ,9.7
Nicholls St.,27,7_11,14_17,100.3,112.4,20.4,20.4,49.0,51.7,33.5,41.7,35.8,33.5,300,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,W,12, 86_74 ,3.8
San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,W,5, 56_51 ,-0.9
Air Force,31,4_14,12_21,103.1,107.3,17.9,17.5,47.0,54.4,36.2,36.6,37.4,32.6,211,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,W,8, 78_70 ,0.9
Long Beach St.,32,9_7,15_19,104.3,107.9,19.9,18.6,47.0,51.3,35.1,37.9,36.2,37.7,204,New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94,W,8, 93_85 ,3.2
